,Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
48067,юр. лицо,списание средств,4203.17,безналичный,Минск,Беларусбанк-ONDE-243,29-07-2015,01:56:20,недостаточно средств,да,355.38
48073,юр. лицо,списание средств,1857.59,безналичный,Брест,Белинвестбанк-LHIH-142,19-09-2022,07:50:33,неправильный ввод пин-кода,да,106.52
48076,физ. лицо,списание средств,3673.85,наличный,Витебск,Приорбанк-MSBT-940,07-02-2004,11:21:13,недостаточно средств,да,278.2
48080,физ. лицо,списание средств,3346.48,наличный,Минск,БелАгропромбанк-XJUW-340,02-04-2022,09:43:04,недостаточно средств,да,286.64
48088,юр. лицо,списание средств,4108.06,наличный,Гродно,БелАгропромбанк-QUUL-428,26-05-2022,21:46:29,успешно,да,225.89
48090,физ. лицо,списание средств,3928.88,наличный,Гродно,Белинвестбанк-IUPU-463,16-01-2011,03:28:42,успешно,да,295.81
48092,юр. лицо,списание средств,149.29,безналичный,Минск,БелАгропромбанк-YPGT-126,12-10-2016,13:40:29,неправильный ввод пин-кода,да,11.72
48099,физ. лицо,списание средств,4497.8,безналичный,Брест,Приорбанк-QKRQ-845,12-08-2011,06:52:09,успешно,да,218.9
48100,юр. лицо,списание средств,3607.04,наличный,Минск,БелАгропромбанк-KDPM-536,10-05-2020,05:10:18,успешно,да,200.23
48107,физ. лицо,списание средств,3079.19,наличный,Гродно,Белинвестбанк-RBVT-793,19-01-2024,10:08:07,неправильный ввод пин-кода,да,184.5
48120,юр. лицо,списание средств,3675.45,наличный,Минск,Белинвестбанк-AUVC-013,08-10-2009,06:54:05,успешно,да,333.17
48123,физ. лицо,списание средств,4.42,наличный,Гомель,Приорбанк-MTFR-820,13-12-2011,07:38:08,неправильный ввод пин-кода,да,0.42
48147,юр. лицо,списание средств,4851.38,наличный,Брест,Приорбанк-DYUY-219,30-12-2019,15:55:16,недостаточно средств,да,355.2
48153,юр. лицо,списание средств,1872.58,наличный,Гомель,БелАгропромбанк-BWXB-852,26-10-2004,00:36:14,успешно,да,48.21
48154,юр. лицо,списание средств,450.6,наличный,Брест,Беларусбанк-GDWQ-286,16-07-2007,20:27:08,неправильный ввод пин-кода,да,43.54
48162,физ. лицо,списание средств,2665.26,наличный,Брест,Белинвестбанк-DEPJ-858,25-07-2005,11:41:19,недостаточно средств,да,211.01
48166,физ. лицо,списание средств,1472.58,наличный,Гомель,МаксБанк-FDLQ-683,21-03-2023,16:54:33,недостаточно средств,да,83.21
48167,физ. лицо,списание средств,1569.64,безналичный,Витебск,БелАгропромбанк-UNCI-503,21-02-2018,19:00:33,недостаточно средств,да,123.26
48172,юр. лицо,списание средств,1333.23,безналичный,Могилев,БелАгропромбанк-GPPG-584,22-09-2024,06:24:10,неправильный ввод пин-кода,да,85.79
48173,физ. лицо,списание средств,997.9,наличный,Гродно,Приорбанк-ERYM-461,31-12-2002,18:23:36,неправильный ввод пин-кода,да,27.14
48176,юр. лицо,списание средств,4835.02,безналичный,Могилев,Приорбанк-QCYO-771,17-11-2009,13:30:17,неправильный ввод пин-кода,да,259.51
48190,юр. лицо,списание средств,2416.06,наличный,Витебск,Белинвестбанк-EJDV-724,26-09-2024,11:06:15,успешно,да,195.79
48193,физ. лицо,списание средств,1329.32,наличный,Гродно,Приорбанк-OZWT-051,21-05-2005,17:48:41,неправильный ввод пин-кода,да,38.06
48209,юр. лицо,списание средств,2778.98,наличный,Гомель,Беларусбанк-GVED-831,05-03-2010,14:17:56,неправильный ввод пин-кода,да,45.93
48211,юр. лицо,списание средств,2366.34,наличный,Гродно,Приорбанк-DAQW-780,16-01-2012,19:53:24,успешно,да,32.75
48212,физ. лицо,списание средств,1944.67,наличный,Брест,Белинвестбанк-QIQF-284,11-10-2022,07:30:42,недостаточно средств,да,178.12
48219,юр. лицо,списание средств,4963.3,наличный,Гродно,Приорбанк-QZGR-914,09-11-2008,06:17:33,недостаточно средств,да,411.97
48221,физ. лицо,списание средств,1162.89,безналичный,Могилев,Белинвестбанк-QFBV-096,06-08-2003,11:34:20,неправильный ввод пин-кода,да,62.4
48225,физ. лицо,списание средств,3467.01,наличный,Гродно,Белинвестбанк-CYAD-662,21-01-2015,01:31:32,успешно,да,209.22
48232,физ. лицо,списание средств,3443.74,наличный,Минск,Беларусбанк-EUTT-768,06-09-2012,13:40:23,успешно,да,200.59
48240,юр. лицо,списание средств,2024.94,безналичный,Брест,БелАгропромбанк-GVFS-316,26-06-2002,21:06:44,неправильный ввод пин-кода,да,67.85
48242,физ. лицо,списание средств,95.88,безналичный,Гомель,БелАгропромбанк-LEUW-667,21-09-2020,04:19:25,недостаточно средств,да,5.54
48243,физ. лицо,списание средств,4226.61,безналичный,Брест,Белинвестбанк-OXXN-372,15-08-2024,13:34:56,неправильный ввод пин-кода,да,259.92
48246,юр. лицо,списание средств,111.48,наличный,Брест,Приорбанк-SMMG-876,13-11-2018,18:30:11,успешно,да,1.7
48247,физ. лицо,списание средств,999.78,наличный,Брест,БелАгропромбанк-TLHJ-992,27-10-2024,21:58:00,недостаточно средств,да,70.46
48255,физ. лицо,списание средств,342.84,наличный,Могилев,Приорбанк-CQLH-511,19-06-2005,13:48:36,недостаточно средств,да,14.17
48266,физ. лицо,списание средств,2935.03,наличный,Минск,Приорбанк-NTLO-372,08-09-2005,19:39:08,недостаточно средств,да,74.73
48277,юр. лицо,списание средств,3531.1,безналичный,Гомель,Белинвестбанк-RFAR-781,26-03-2012,00:34:41,недостаточно средств,да,201.38
48279,юр. лицо,списание средств,4747.97,наличный,Могилев,МаксБанк-WSUK-851,12-11-2004,19:32:33,недостаточно средств,да,58.89
